Pokemon,Obtainability Method,Location/Details,Level/Requirement
TENTACOOL,Wild - Surfing,Route4,Lv 35-40
TENTACOOL,Wild - Surfing,Route10,Lv 5-10
TENTACOOL,Wild - Surfing,Route10,Lv 10-20
TENTACOOL,Wild - Surfing,Route10,Lv 20-30
TENTACOOL,Wild - Surfing,Route11,Lv 5-10
TENTACOOL,Wild - Surfing,Route11,Lv 10-20
TENTACOOL,Wild - Surfing,Route11,Lv 20-30
TENTACOOL,Wild - Surfing,Route11,Lv 30-35
TENTACOOL,Wild - Surfing,Route11,Lv 35-40
TENTACOOL,Wild - Surfing,Route12,Lv 5-10
TENTACOOL,Wild - Surfing,Route12,Lv 10-20
TENTACOOL,Wild - Surfing,Route12,Lv 20-30
TENTACOOL,Wild - Surfing,Route12,Lv 30-35
TENTACOOL,Wild - Surfing,Route12,Lv 35-40
TENTACOOL,Wild - Surfing,Route13,Lv 5-10
TENTACOOL,Wild - Surfing,Route13,Lv 10-20
TENTACOOL,Wild - Surfing,Route13,Lv 20-30
TENTACOOL,Wild - Surfing,Route13,Lv 30-35
TENTACOOL,Wild - Surfing,Route13,Lv 35-40
TENTACOOL,Wild - Surfing,Route19,Lv 5-10
TENTACOOL,Wild - Surfing,Route19,Lv 10-20
TENTACOOL,Wild - Surfing,Route19,Lv 20-30
TENTACOOL,Wild - Surfing,Route19,Lv 30-35
TENTACOOL,Wild - Surfing,Route19,Lv 35-40
TENTACOOL,Wild - Surfing,Route20,Lv 5-10
TENTACOOL,Wild - Surfing,Route20,Lv 10-20
TENTACOOL,Wild - Surfing,Route20,Lv 20-30
TENTACOOL,Wild - Surfing,Route20,Lv 30-35
TENTACOOL,Wild - Surfing,Route20,Lv 35-40
TENTACOOL,Wild - Surfing,Route21 North,Lv 5-10
TENTACOOL,Wild - Surfing,Route21 North,Lv 10-20
TENTACOOL,Wild - Surfing,Route21 North,Lv 20-30
TENTACOOL,Wild - Surfing,Route21 North,Lv 30-35
TENTACOOL,Wild - Surfing,Route21 North,Lv 35-40
TENTACOOL,Wild - Surfing,Route21 South,Lv 5-10
TENTACOOL,Wild - Surfing,Route21 South,Lv 10-20
TENTACOOL,Wild - Surfing,Route21 South,Lv 20-30
TENTACOOL,Wild - Surfing,Route21 South,Lv 30-35
TENTACOOL,Wild - Surfing,Route21 South,Lv 35-40
TENTACOOL,Wild - Surfing,Route24,Lv 5-10
TENTACOOL,Wild - Surfing,Route24,Lv 10-20
TENTACOOL,Wild - Surfing,Route24,Lv 20-30
TENTACOOL,Wild - Surfing,Route24,Lv 30-35
TENTACOOL,Wild - Surfing,Route24,Lv 35-40
TENTACOOL,Wild - Surfing,Pallet Town,Lv 5-10
TENTACOOL,Wild - Surfing,Pallet Town,Lv 10-20
TENTACOOL,Wild - Surfing,Pallet Town,Lv 20-30
TENTACOOL,Wild - Surfing,Pallet Town,Lv 30-35
TENTACOOL,Wild - Surfing,Pallet Town,Lv 35-40
TENTACOOL,Wild - Surfing,Cerulean City,Lv 5-10
TENTACOOL,Wild - Surfing,Cerulean City,Lv 10-20
TENTACOOL,Wild - Surfing,Cerulean City,Lv 20-30
TENTACOOL,Wild - Surfing,Cerulean City,Lv 30-35
TENTACOOL,Wild - Surfing,Cerulean City,Lv 35-40
TENTACOOL,Wild - Surfing,Vermilion City,Lv 5-10
TENTACOOL,Wild - Surfing,Vermilion City,Lv 10-20
TENTACOOL,Wild - Surfing,Vermilion City,Lv 20-30
TENTACOOL,Wild - Surfing,Vermilion City,Lv 30-35
TENTACOOL,Wild - Surfing,Vermilion City,Lv 35-40
TENTACOOL,Wild - Surfing,Cinnabar Island,Lv 5-10
TENTACOOL,Wild - Surfing,Cinnabar Island,Lv 10-20
TENTACOOL,Wild - Surfing,Cinnabar Island,Lv 20-30
TENTACOOL,Wild - Surfing,Cinnabar Island,Lv 30-35
TENTACOOL,Wild - Surfing,Cinnabar Island,Lv 35-40
TENTACOOL,Wild - Surfing,One Island,Lv 5-20
TENTACOOL,Wild - Surfing,One Island,Lv 20-35
TENTACOOL,Wild - Surfing,One Island,Lv 35-40
TENTACOOL,Wild - Surfing,Five Island,Lv 5-35
TENTACOOL,Wild - Surfing,Five Island,Lv 35-40
TENTACOOL,Wild - Surfing,Ssanne Exterior,Lv 5-10
TENTACOOL,Wild - Surfing,Ssanne Exterior,Lv 10-20
TENTACOOL,Wild - Surfing,Ssanne Exterior,Lv 20-30
TENTACOOL,Wild - Surfing,Ssanne Exterior,Lv 30-35
TENTACOOL,Wild - Surfing,Ssanne Exterior,Lv 35-40
TENTACOOL,Wild - Surfing,Four Island Icefall Cave Back,Lv 5-20
TENTACOOL,Wild - Surfing,Four Island Icefall Cave Back,Lv 20-35
TENTACOOL,Wild - Surfing,Four Island Icefall Cave Back,Lv 35-45
TENTACOOL,Wild - Surfing,One Island Kindle Road,Lv 5-20
TENTACOOL,Wild - Surfing,One Island Kindle Road,Lv 20-35
TENTACOOL,Wild - Surfing,One Island Kindle Road,Lv 35-40
TENTACOOL,Wild - Surfing,One Island Treasure Beach,Lv 5-20
TENTACOOL,Wild - Surfing,One Island Treasure Beach,Lv 20-35
TENTACOOL,Wild - Surfing,One Island Treasure Beach,Lv 35-40
TENTACOOL,Wild - Surfing,Three Island Bond Bridge,Lv 5-20
TENTACOOL,Wild - Surfing,Three Island Bond Bridge,Lv 20-35
TENTACOOL,Wild - Surfing,Three Island Bond Bridge,Lv 35-40
TENTACOOL,Wild - Surfing,Five Island Resort Gorgeous,Lv 5-35
TENTACOOL,Wild - Surfing,Five Island Resort Gorgeous,Lv 35-40
TENTACOOL,Wild - Surfing,Five Island Water Labyrinth,Lv 5-35
TENTACOOL,Wild - Surfing,Five Island Water Labyrinth,Lv 35-40
TENTACOOL,Wild - Surfing,Five Island Meadow,Lv 5-35
TENTACOOL,Wild - Surfing,Five Island Meadow,Lv 35-40
TENTACOOL,Wild - Surfing,Five Island Memorial Pillar,Lv 5-35
TENTACOOL,Wild - Surfing,Five Island Memorial Pillar,Lv 35-40
TENTACOOL,Wild - Surfing,Six Island Outcast Island,Lv 5-20
TENTACOOL,Wild - Surfing,Six Island Outcast Island,Lv 20-35
TENTACOOL,Wild - Surfing,Six Island Outcast Island,Lv 35-40
TENTACOOL,Wild - Surfing,Six Island Green Path,Lv 5-20
TENTACOOL,Wild - Surfing,Six Island Green Path,Lv 20-35
TENTACOOL,Wild - Surfing,Six Island Green Path,Lv 35-40
TENTACOOL,Wild - Surfing,Six Island Water Path,Lv 5-20
TENTACOOL,Wild - Surfing,Six Island Water Path,Lv 20-35
TENTACOOL,Wild - Surfing,Six Island Water Path,Lv 35-40
TENTACOOL,Wild - Surfing,Seven Island Trainer Tower,Lv 5-20
TENTACOOL,Wild - Surfing,Seven Island Trainer Tower,Lv 20-35
TENTACOOL,Wild - Surfing,Seven Island Tanoby Ruins,Lv 5-20
TENTACOOL,Wild - Surfing,Seven Island Tanoby Ruins,Lv 20-35
TENTACOOL,Wild - Surfing,Route4,Lv 5-10
TENTACOOL,Wild - Surfing,Route4,Lv 10-20
TENTACOOL,Wild - Surfing,Route4,Lv 20-30
TENTACOOL,Wild - Surfing,Route4,Lv 30-35
TENTACOOL,Wild - Surfing,Route4,Lv 35-40
TENTACOOL,Wild - Surfing,Route10,Lv 5-10
TENTACOOL,Wild - Surfing,Route10,Lv 10-20
TENTACOOL,Wild - Surfing,Route10,Lv 20-30
TENTACOOL,Wild - Surfing,Route10,Lv 30-35
TENTACOOL,Wild - Surfing,Route10,Lv 35-40
TENTACOOL,Wild - Surfing,Route11,Lv 5-10
TENTACOOL,Wild - Surfing,Route11,Lv 10-20
TENTACOOL,Wild - Surfing,Route11,Lv 20-30
TENTACOOL,Wild - Surfing,Route11,Lv 30-35
TENTACOOL,Wild - Surfing,Route11,Lv 35-40
TENTACOOL,Wild - Surfing,Route12,Lv 5-10
TENTACOOL,Wild - Surfing,Route12,Lv 10-20
TENTACOOL,Wild - Surfing,Route12,Lv 20-30
TENTACOOL,Wild - Surfing,Route12,Lv 30-35
TENTACOOL,Wild - Surfing,Route12,Lv 35-40
TENTACOOL,Wild - Surfing,Route13,Lv 5-10
TENTACOOL,Wild - Surfing,Route13,Lv 10-20
TENTACOOL,Wild - Surfing,Route13,Lv 20-30
TENTACOOL,Wild - Surfing,Route13,Lv 30-35
TENTACOOL,Wild - Surfing,Route13,Lv 35-40
TENTACOOL,Wild - Surfing,Route19,Lv 5-10
TENTACOOL,Wild - Surfing,Route19,Lv 10-20
TENTACOOL,Wild - Surfing,Route19,Lv 20-30
TENTACOOL,Wild - Surfing,Route19,Lv 30-35
TENTACOOL,Wild - Surfing,Route19,Lv 35-40
TENTACOOL,Wild - Surfing,Route20,Lv 5-10
TENTACOOL,Wild - Surfing,Route20,Lv 10-20
TENTACOOL,Wild - Surfing,Route20,Lv 20-30
TENTACOOL,Wild - Surfing,Route20,Lv 30-35
TENTACOOL,Wild - Surfing,Route20,Lv 35-40
TENTACOOL,Wild - Surfing,Route21 North,Lv 5-10
TENTACOOL,Wild - Surfing,Route21 North,Lv 10-20
TENTACOOL,Wild - Surfing,Route21 North,Lv 20-30
TENTACOOL,Wild - Surfing,Route21 North,Lv 30-35
TENTACOOL,Wild - Surfing,Route21 North,Lv 35-40
TENTACOOL,Wild - Surfing,Route21 South,Lv 5-10
TENTACOOL,Wild - Surfing,Route21 South,Lv 10-20
TENTACOOL,Wild - Surfing,Route21 South,Lv 20-30
TENTACOOL,Wild - Surfing,Route21 South,Lv 30-35
TENTACOOL,Wild - Surfing,Route21 South,Lv 35-40
TENTACOOL,Wild - Surfing,Route24,Lv 5-10
TENTACOOL,Wild - Surfing,Route24,Lv 10-20
TENTACOOL,Wild - Surfing,Route24,Lv 20-30
TENTACOOL,Wild - Surfing,Route24,Lv 30-35
TENTACOOL,Wild - Surfing,Route24,Lv 35-40
TENTACOOL,Wild - Surfing,Pallet Town,Lv 5-10
TENTACOOL,Wild - Surfing,Pallet Town,Lv 10-20
TENTACOOL,Wild - Surfing,Pallet Town,Lv 20-30
TENTACOOL,Wild - Surfing,Pallet Town,Lv 30-35
TENTACOOL,Wild - Surfing,Pallet Town,Lv 35-40
TENTACOOL,Wild - Surfing,Cerulean City,Lv 5-10
TENTACOOL,Wild - Surfing,Cerulean City,Lv 10-20
TENTACOOL,Wild - Surfing,Cerulean City,Lv 20-30
TENTACOOL,Wild - Surfing,Cerulean City,Lv 30-35
TENTACOOL,Wild - Surfing,Cerulean City,Lv 35-40
TENTACOOL,Wild - Surfing,Vermilion City,Lv 5-10
TENTACOOL,Wild - Surfing,Vermilion City,Lv 10-20
TENTACOOL,Wild - Surfing,Vermilion City,Lv 20-30
TENTACOOL,Wild - Surfing,Vermilion City,Lv 30-35
TENTACOOL,Wild - Surfing,Vermilion City,Lv 35-40
TENTACOOL,Wild - Surfing,Cinnabar Island,Lv 5-10
TENTACOOL,Wild - Surfing,Cinnabar Island,Lv 10-20
TENTACOOL,Wild - Surfing,Cinnabar Island,Lv 20-30
TENTACOOL,Wild - Surfing,Cinnabar Island,Lv 30-35
TENTACOOL,Wild - Surfing,Cinnabar Island,Lv 35-40
TENTACOOL,Wild - Surfing,One Island,Lv 5-20
TENTACOOL,Wild - Surfing,One Island,Lv 20-35
TENTACOOL,Wild - Surfing,One Island,Lv 35-40
TENTACOOL,Wild - Surfing,Five Island,Lv 5-35
TENTACOOL,Wild - Surfing,Five Island,Lv 35-40
TENTACRUEL,Wild - Surfing,Four Island Icefall Cave Back,Lv 35-45
TENTACRUEL,Wild - Surfing,One Island Kindle Road,Lv 35-40
TENTACRUEL,Wild - Surfing,One Island Kindle Road,Lv 35-40
TENTACRUEL,Wild - Surfing,One Island Treasure Beach,Lv 35-40
TENTACRUEL,Wild - Surfing,One Island Treasure Beach,Lv 35-40
TENTACRUEL,Wild - Surfing,Three Island Bond Bridge,Lv 35-40
TENTACRUEL,Wild - Surfing,Three Island Bond Bridge,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Resort Gorgeous,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Resort Gorgeous,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Water Labyrinth,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Water Labyrinth,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Meadow,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Meadow,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Memorial Pillar,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Memorial Pillar,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Outcast Island,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Outcast Island,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Green Path,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Green Path,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Water Path,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Water Path,Lv 35-40
TENTACRUEL,Wild - Surfing,Seven Island Trainer Tower,Lv 35-40
TENTACRUEL,Wild - Surfing,Seven Island Trainer Tower,Lv 35-40
TENTACRUEL,Wild - Surfing,Seven Island Tanoby Ruins,Lv 35-40
TENTACRUEL,Wild - Surfing,Seven Island Tanoby Ruins,Lv 35-40
TENTACRUEL,Wild - Surfing,One Island,Lv 35-40
TENTACRUEL,Wild - Surfing,One Island,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island,Lv 35-40
TENTACRUEL,Wild - Surfing,Four Island Icefall Cave Back,Lv 35-45
TENTACRUEL,Wild - Surfing,One Island Kindle Road,Lv 35-40
TENTACRUEL,Wild - Surfing,One Island Kindle Road,Lv 35-40
TENTACRUEL,Wild - Surfing,One Island Treasure Beach,Lv 35-40
TENTACRUEL,Wild - Surfing,One Island Treasure Beach,Lv 35-40
TENTACRUEL,Wild - Surfing,Three Island Bond Bridge,Lv 35-40
TENTACRUEL,Wild - Surfing,Three Island Bond Bridge,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Resort Gorgeous,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Resort Gorgeous,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Water Labyrinth,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Water Labyrinth,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Meadow,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Meadow,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Memorial Pillar,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island Memorial Pillar,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Outcast Island,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Outcast Island,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Green Path,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Green Path,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Water Path,Lv 35-40
TENTACRUEL,Wild - Surfing,Six Island Water Path,Lv 35-40
TENTACRUEL,Wild - Surfing,Seven Island Trainer Tower,Lv 35-40
TENTACRUEL,Wild - Surfing,Seven Island Trainer Tower,Lv 35-40
TENTACRUEL,Wild - Surfing,Seven Island Tanoby Ruins,Lv 35-40
TENTACRUEL,Wild - Surfing,Seven Island Tanoby Ruins,Lv 35-40
TENTACRUEL,Wild - Surfing,One Island,Lv 35-40
TENTACRUEL,Wild - Surfing,One Island,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island,Lv 35-40
TENTACRUEL,Wild - Surfing,Five Island,Lv 35-40
TENTACRUEL,Evolution,From Tentacool,Level 30
TOGEPI,Gift,Five Island (Water Labyrinth),Receive egg from man
TOGETIC,Evolution,From Togepi,Friendship (220+)
TYPHLOSION,Evolution,From Quilava,Level 36
TYRANITAR,Evolution,From Pupitar,Level 55
UMBREON,Evolution,From Eevee,Friendship (220+) during Night
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Scufib Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Rixy Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Viapois Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Monean Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Liptoo Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Weepth Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
UNOWN,Wild - Walking/Grass,Seven Island Tanoby Ruins Dilford Chamber,Lv 25
